id,date,group,outcome
xg108715,9/7/23,treatment,0
xg108850,8/27/23,treatment,0
xg109865,10/23/23,treatment,0
xg110949,8/29/23,treatment,0
xg112056,8/12/23,treatment,0
xg112984,9/22/23,treatment,0
xg113324,12/14/23,control,0
xg113396,11/13/23,control,0
xg11414,8/20/23,treatment,0
xg114502,12/9/23,control,0
xg115466,8/18/23,treatment,0
xg118486,11/20/23,treatment,0
xg118723,9/11/23,treatment,0
xg118787,10/20/23,treatment,0
xg120224,8/3/23,treatment,0
xg121617,12/28/23,control,0
xg121734,8/16/23,control,0
xg122007,12/18/23,treatment,56.81307321
xg123604,11/3/23,treatment,0
xg123868,8/29/23,treatment,0
xg124093,10/14/23,control,0
xg124197,12/18/23,control,0
xg124285,9/19/23,treatment,0
xg125683,10/31/23,treatment,0
xg126266,8/12/23,control,0
xg126297,10/26/23,treatment,0
xg127424,10/21/23,treatment,0
xg129652,11/27/23,control,0
xg129854,9/5/23,treatment,0
xg132238,9/2/23,treatment,18.94664043
xg132734,8/22/23,treatment,0
xg134241,11/17/23,control,0
xg134277,9/12/23,treatment,0
xg134283,9/18/23,control,0
xg137502,12/11/23,treatment,0
xg137758,9/1/23,treatment,0
xg138512,9/9/23,control,0
xg140123,12/3/23,treatment,0
xg141016,9/15/23,treatment,0
xg142205,8/23/23,control,0
xg143507,10/16/23,control,0
xg145150,12/22/23,treatment,0
xg148852,8/30/23,control,0
xg149461,11/11/23,control,0
xg149824,9/1/23,control,0
xg150372,12/2/23,control,0
xg150685,9/2/23,control,0
xg15210,8/4/23,control,0
xg16886,8/31/23,treatment,0
xg17225,10/29/23,control,0
xg17310,11/28/23,treatment,0
xg17435,12/16/23,control,0
xg18406,11/17/23,treatment,0
xg18679,8/3/23,control,0
xg19430,10/3/23,control,0
xg19540,8/15/23,treatment,0
xg19763,9/28/23,control,0
xg20033,12/4/23,control,0
xg21019,9/5/23,treatment,0
xg21456,12/11/23,treatment,0
xg21624,11/3/23,control,0
xg22272,12/18/23,control,0
xg24228,8/24/23,control,0
xg24300,11/4/23,control,0
xg24427,9/6/23,treatment,0
xg28172,8/19/23,treatment,0
xg28318,10/14/23,control,0
xg28955,9/10/23,treatment,0
xg30350,11/13/23,treatment,0
xg31369,9/4/23,control,0
xg31487,10/1/23,control,0
xg31680,8/11/23,treatment,0
xg32023,12/12/23,treatment,0
xg32128,12/19/23,treatment,0
xg32816,11/10/23,control,0
xg33255,10/28/23,treatment,0
xg34460,10/3/23,treatment,0
xg36405,9/14/23,treatment,0
xg36463,10/11/23,treatment,0
xg36754,8/19/23,treatment,0
xg38832,11/15/23,control,0
xg39620,11/6/23,control,171.2981404
xg40283,10/18/23,treatment,0
xg40560,10/31/23,treatment,0
xg42814,9/3/23,control,0
xg45202,12/2/23,treatment,0
xg45315,10/9/23,treatment,0
xg47242,11/28/23,treatment,0
xg47301,11/12/23,control,0
xg48457,12/20/23,control,0
xg49994,11/29/23,treatment,0
xg50447,10/19/23,control,0
xg51037,9/28/23,treatment,0
xg51364,8/7/23,treatment,0
xg52727,9/4/23,control,0
xg54302,12/18/23,control,0
xg55694,8/6/23,treatment,0
xg56326,10/4/23,control,0
xg57260,8/24/23,treatment,0
xg59969,12/1/23,treatment,127.5230753
xg60574,11/5/23,control,0
xg61549,10/28/23,treatment,0
xg62539,9/24/23,control,0
xg63419,9/2/23,treatment,0
xg63901,9/13/23,control,0
xg65094,9/22/23,control,0
xg66211,11/25/23,control,0
xg71564,8/31/23,treatment,0
xg72026,11/7/23,treatment,0
xg72261,9/30/23,treatment,0
xg72875,11/5/23,control,0
xg72921,9/25/23,control,0
xg73439,12/20/23,treatment,0
xg73518,12/29/23,control,18.60768847
xg73860,12/18/23,treatment,0
xg74779,10/9/23,treatment,0
xg74818,10/28/23,control,0
xg79318,12/12/23,control,0
xg79675,8/10/23,control,0
xg82847,9/28/23,treatment,0
xg82919,12/15/23,control,0
xg83218,11/2/23,control,0
xg85011,8/7/23,treatment,0
xg85651,11/7/23,treatment,0
xg87594,12/5/23,control,0
xg90077,9/9/23,control,0
xg91192,11/27/23,control,0
xg91440,9/14/23,treatment,0
xg93186,10/8/23,treatment,0
xg93426,10/15/23,treatment,0
xg94692,11/22/23,treatment,0
xg95929,9/6/23,treatment,0
xg96307,11/8/23,treatment,0
xg96837,10/10/23,control,0
xg98317,9/1/23,treatment,0
xg99680,10/2/23,treatment,0
xg99815,9/25/23,control,0
xh100668,8/31/23,treatment,0
xh102107,12/23/23,treatment,0
xh102245,9/11/23,control,0
xh102442,8/25/23,treatment,0
xh102448,10/26/23,control,0
xh103125,9/4/23,control,0
xh104597,9/14/23,control,0
xh105014,12/29/23,treatment,0
xh105183,8/6/23,treatment,0
xh105818,12/25/23,control,0
xh107524,10/28/23,treatment,0
xh108170,8/18/23,treatment,0
xh109196,9/14/23,treatment,0
xh109952,12/28/23,control,0
xh110251,12/18/23,treatment,0
xh111819,8/5/23,treatment,0
xh113001,9/25/23,control,0
xh11372,10/10/23,treatment,0
xh115385,9/24/23,control,0
xh120140,10/27/23,control,0
xh120930,8/27/23,control,0
xh121084,9/19/23,treatment,0
xh121531,8/17/23,treatment,0
xh122118,9/17/23,treatment,0
xh122472,11/18/23,control,0
xh122837,12/9/23,control,0
xh123075,9/30/23,control,0
xh123584,8/10/23,treatment,0
xh124462,9/1/23,treatment,0
xh125171,11/17/23,treatment,0
xh125348,11/27/23,control,0
xh126986,10/4/23,treatment,0
xh12720,9/13/23,treatment,139.4254844
xh127905,9/23/23,control,0
xh128184,10/5/23,treatment,0
xh12973,12/26/23,control,0
xh133220,11/16/23,treatment,0
xh134478,8/28/23,treatment,0
xh134932,12/28/23,control,0
xh135989,12/6/23,treatment,0
xh136140,9/7/23,treatment,0
xh136296,9/9/23,control,0
xh138306,10/6/23,control,0
xh139235,11/30/23,treatment,0
xh140282,9/16/23,control,0
xh140731,10/7/23,treatment,0
xh141479,11/19/23,treatment,0
xh141790,11/10/23,control,0
xh142405,10/20/23,control,0
xh143394,8/28/23,control,0
xh144426,11/4/23,control,0
xh145219,11/16/23,control,0
xh146555,8/9/23,control,0
xh147083,10/18/23,treatment,0
xh16068,9/27/23,treatment,0
xh17018,9/3/23,treatment,0
xh19447,9/14/23,treatment,0
xh19629,11/21/23,control,0
xh20029,9/5/23,treatment,0
xh20225,11/18/23,treatment,0
xh20229,11/15/23,control,0
xh20522,8/5/23,treatment,0
xh21302,11/23/23,control,42.77704386
xh22104,12/27/23,treatment,0
xh23422,9/28/23,treatment,37.97027334
xh23914,9/5/23,treatment,0
xh25107,12/16/23,control,0
xh25284,11/14/23,control,0
xh26063,8/6/23,treatment,0
xh26170,9/29/23,treatment,0
xh26420,11/5/23,control,0
xh26988,12/21/23,treatment,146.568588
xh29257,11/3/23,treatment,0
xh29823,8/25/23,control,0
xh30013,9/10/23,treatment,0
xh30869,8/7/23,treatment,0
xh32094,12/23/23,control,0
xh34586,11/3/23,treatment,0
xh34683,10/8/23,control,0
xh35034,10/20/23,control,0
xh35422,10/16/23,control,0
xh35559,8/20/23,treatment,0
xh37543,8/8/23,treatment,0
xh39906,12/3/23,treatment,0
xh40618,9/22/23,treatment,0
xh41974,12/7/23,treatment,52.12499477
xh42326,8/20/23,control,0
xh43311,10/1/23,control,0
xh46540,11/15/23,treatment,0
xh46971,10/30/23,control,0
xh47999,12/10/23,treatment,0
xh48628,12/26/23,treatment,0
xh49612,8/9/23,treatment,0
xh50148,11/11/23,control,0
xh51156,10/31/23,control,0
xh52818,11/10/23,control,0
xh53273,11/15/23,treatment,0
xh53966,12/14/23,control,0
xh55034,8/14/23,control,18.94941463
xh55476,9/6/23,treatment,0
xh57018,11/23/23,control,0
xh57065,8/23/23,control,0
xh60513,8/9/23,treatment,0
xh60713,10/14/23,treatment,0
xh61218,10/23/23,control,0
xh62659,12/24/23,control,0
xh63954,8/2/23,treatment,0
xh64109,9/5/23,control,0
xh66058,11/9/23,treatment,0
xh66638,9/10/23,treatment,0
xh67495,12/19/23,treatment,0
xh69097,12/2/23,treatment,0
xh71327,8/4/23,treatment,0
xh72268,11/16/23,treatment,163.9921279
xh72382,8/21/23,treatment,0
xh72682,9/27/23,treatment,0
xh73378,8/16/23,control,0
xh74909,9/7/23,treatment,0
xh77346,10/8/23,treatment,0
xh77387,12/24/23,treatment,0
xh78391,10/24/23,treatment,0
xh78505,10/8/23,treatment,0
xh78855,12/23/23,control,0
xh80891,10/10/23,control,0
xh81461,10/9/23,treatment,0
xh83087,11/12/23,treatment,0
xh84115,9/23/23,treatment,0
xh84123,12/28/23,treatment,0
xh84643,9/22/23,control,0
xh85725,8/31/23,control,0
xh87457,11/23/23,treatment,0
xh88297,9/19/23,treatment,0
xh88403,11/16/23,control,0
xh88561,10/13/23,control,0
xh89136,9/25/23,control,0
xh90392,12/8/23,treatment,0
xh90728,8/2/23,control,0
xh91882,9/29/23,control,0
xh92117,11/23/23,treatment,0
xh95138,8/14/23,treatment,0
xh96879,9/24/23,treatment,0
xh97232,8/2/23,control,0
xh98009,12/15/23,control,0
xh98377,12/7/23,treatment,0
xh98796,10/26/23,control,0
xh99061,9/25/23,control,0
xh99233,11/7/23,control,0
xi102218,8/6/23,control,0
xi103277,10/20/23,treatment,0
xi103649,10/21/23,treatment,0
xi103725,10/27/23,treatment,0
xi104092,12/11/23,treatment,0
xi104601,8/26/23,control,0
xi107163,10/25/23,control,0
xi107411,8/9/23,control,0
xi107460,9/2/23,treatment,0
xi109412,8/1/23,treatment,0
xi110958,9/16/23,control,89.27720248
xi112461,11/25/23,treatment,0
xi114096,11/30/23,treatment,0
xi114669,9/8/23,treatment,0
xi115442,11/17/23,control,0
xi115636,8/18/23,control,0
xi116014,8/10/23,treatment,79.77513773
xi116812,11/4/23,control,0
xi116926,11/5/23,treatment,0
xi117190,9/24/23,treatment,0
xi118933,8/25/23,control,0
xi119623,8/28/23,treatment,0
xi121143,8/30/23,treatment,0
xi122305,8/29/23,treatment,0
xi123106,11/20/23,treatment,0
xi123138,9/18/23,control,0
xi123243,10/2/23,control,0
xi123301,10/22/23,control,0
xi123831,10/2/23,control,0
xi123838,11/21/23,treatment,0
xi123930,8/28/23,treatment,0
xi125699,10/18/23,treatment,0
xi126166,9/13/23,control,0
xi128236,8/7/23,control,0
xi128578,8/21/23,control,0
xi129018,10/30/23,treatment,0
xi129361,8/5/23,control,0
xi12954,10/16/23,treatment,0
xi13037,10/15/23,control,0
xi130698,9/29/23,control,0
xi132328,12/5/23,treatment,0
xi140609,10/31/23,control,0
xi142339,8/21/23,control,0
xi143052,8/7/23,treatment,0
xi14397,9/28/23,control,0
xi146774,9/4/23,control,0
xi14879,12/16/23,treatment,0
xi149115,8/5/23,control,0
xi150494,10/20/23,treatment,0
xi15097,9/4/23,treatment,0
xi16014,11/6/23,treatment,0
xi16178,12/3/23,control,0
xi16642,9/24/23,treatment,0
xi16968,8/19/23,treatment,0
xi17408,12/20/23,control,0
xi19820,9/28/23,treatment,0
xi20622,8/5/23,control,0
xi22606,9/13/23,control,0
xi23884,11/16/23,treatment,0
xi23930,12/24/23,control,0
xi24099,9/6/23,treatment,0
xi27839,12/17/23,control,0
xi28419,10/28/23,control,0
xi28983,10/12/23,control,0
xi29748,8/29/23,treatment,0
xi30630,10/4/23,control,0
xi30945,8/17/23,treatment,0
xi34428,10/29/23,control,0
xi35450,8/13/23,treatment,0
xi37107,8/5/23,treatment,0
xi37384,12/19/23,control,0
xi40656,12/27/23,control,0
xi41669,10/19/23,treatment,27.75514975
xi42175,8/3/23,control,0
xi43273,9/1/23,treatment,0
xi43843,12/11/23,treatment,0
xi45344,10/21/23,treatment,0
xi49321,9/26/23,control,0
xi49367,12/18/23,treatment,0
xi51637,12/23/23,treatment,0
xi53656,12/7/23,treatment,0
xi56461,11/28/23,treatment,0
xi57234,9/1/23,control,0
xi57500,8/18/23,treatment,0
xi57549,8/24/23,control,0
xi60663,11/5/23,treatment,0
xi60797,9/3/23,treatment,0
xi61113,9/8/23,control,0
xi61827,12/14/23,control,0
xi62251,11/30/23,treatment,0
xi63513,10/27/23,control,0
xi63558,11/18/23,treatment,0
xi64986,8/25/23,treatment,0
xi67183,12/18/23,treatment,0
xi68145,11/11/23,control,0
xi68278,9/20/23,control,0
xi68529,11/4/23,treatment,5.485842873
xi70577,12/15/23,control,0
xi71242,12/6/23,treatment,134.8975918
xi71647,12/14/23,treatment,0
xi72164,10/21/23,control,0
xi75602,11/2/23,treatment,0
xi75842,11/18/23,control,0
xi78329,8/10/23,control,0
xi79179,10/19/23,control,0
xi79411,9/29/23,control,0
xi81443,11/29/23,treatment,0
xi81586,9/17/23,control,0
xi81587,12/20/23,treatment,0
xi81682,8/1/23,control,0
xi81918,12/29/23,control,0
xi81959,9/20/23,treatment,0
xi82968,11/30/23,control,0
xi84120,12/23/23,treatment,0
xi84993,8/12/23,treatment,0
xi85640,11/25/23,control,0
xi86245,11/1/23,control,0
xi87828,8/13/23,control,0
xi89263,10/14/23,treatment,0
xi92587,10/28/23,treatment,0
xi93395,9/15/23,treatment,0
xi94344,10/3/23,control,0
xi94908,8/19/23,treatment,0
xi97699,10/13/23,control,0
xi98606,8/9/23,control,0
xi98629,12/10/23,treatment,0
xi99452,8/27/23,treatment,0
xj101798,12/26/23,control,0
xj101953,8/24/23,treatment,0
xj102528,9/2/23,control,0
xj103442,8/14/23,control,0
xj104549,9/9/23,treatment,0
xj107232,9/9/23,treatment,0
xj107232,12/21/23,control,0
xj110408,12/15/23,treatment,0
xj111041,8/20/23,treatment,0
xj111117,12/12/23,control,0
xj116162,10/28/23,treatment,0
xj116320,8/25/23,control,0
xj117443,11/3/23,treatment,0
xj119765,12/8/23,control,0
xj121024,8/11/23,treatment,0
xj12149,9/25/23,control,0
xj121675,8/19/23,treatment,128.6710946
xj121870,11/6/23,control,0
xj125888,12/29/23,control,0
xj125913,11/7/23,control,0
xj130472,10/10/23,treatment,0
xj131390,8/28/23,control,0
xj132094,11/14/23,control,0
xj132602,11/4/23,treatment,0
xj135481,9/15/23,control,0
xj136008,12/1/23,treatment,0
xj136957,9/23/23,treatment,0
xj137653,11/13/23,control,0
xj138902,10/4/23,control,32.75369962
xj139584,11/2/23,control,0
xj140440,9/6/23,treatment,0
xj140964,9/4/23,treatment,0
xj141342,10/15/23,treatment,0
xj142715,12/23/23,control,0
xj142851,10/11/23,treatment,0
xj143697,10/11/23,treatment,0
xj146176,8/29/23,treatment,0
xj146331,8/6/23,treatment,0
xj146504,10/25/23,control,0
xj147197,9/9/23,control,0
xj147216,8/17/23,control,0
xj14785,8/12/23,control,0
xj14938,11/20/23,treatment,0
xj149774,12/19/23,control,0
xj150341,11/11/23,treatment,0
xj150610,12/12/23,treatment,0
xj16322,12/17/23,treatment,0
xj16626,10/19/23,control,0
xj17034,10/8/23,control,0
xj18398,10/11/23,control,0
xj18425,10/10/23,control,0
xj18899,11/25/23,treatment,0
xj19005,11/18/23,treatment,0
xj20866,10/27/23,control,0
xj22816,12/18/23,control,0
xj24195,11/26/23,treatment,0
xj24787,11/21/23,control,0
xj25151,11/4/23,treatment,0
xj25964,12/26/23,control,0
xj25990,12/7/23,treatment,0
xj26160,9/28/23,treatment,0
xj26488,8/12/23,control,0
xj28590,9/15/23,control,0
xj30910,12/5/23,treatment,0
xj31445,10/27/23,control,0
xj31997,12/15/23,treatment,0
xj32358,8/30/23,treatment,0
xj33777,8/6/23,control,43.79592101
xj34249,10/8/23,control,0
xj35449,8/25/23,treatment,0
xj36864,12/19/23,control,0
xj37439,9/5/23,control,0
xj38445,8/18/23,treatment,0
xj40627,10/20/23,treatment,0
xj41668,10/9/23,treatment,0
xj44936,8/7/23,treatment,0
xj45097,10/19/23,treatment,0
xj45454,8/13/23,control,0
xj45483,12/2/23,control,0
xj45510,9/7/23,treatment,0
xj46207,12/29/23,control,0
xj48258,11/25/23,treatment,0
xj48504,10/7/23,treatment,118.6690624
xj49503,9/16/23,control,0
xj49855,8/6/23,treatment,0
xj50472,12/30/23,treatment,0
xj50712,12/19/23,control,0
xj50729,8/16/23,treatment,0
xj51321,9/3/23,control,0
xj52077,12/4/23,control,0
xj52801,8/15/23,control,0
xj53005,12/23/23,treatment,0
xj53670,10/27/23,control,0
xj54110,9/28/23,control,159.7650479
xj54958,11/8/23,treatment,0
xj55953,9/18/23,treatment,0
xj56115,8/26/23,control,0
xj56283,12/26/23,treatment,0
xj56426,10/13/23,treatment,0
xj56686,11/23/23,control,0
xj58554,12/1/23,control,0
xj62415,9/2/23,treatment,0
xj62460,12/26/23,treatment,0
xj62763,9/27/23,treatment,0
xj62936,10/13/23,treatment,0
xj64516,9/26/23,control,32.40399931
xj64519,9/7/23,treatment,0
xj65396,10/20/23,treatment,0
xj65603,9/10/23,treatment,0
xj65973,12/25/23,control,0
xj66855,12/14/23,control,0
xj67145,9/21/23,control,0
xj67301,12/25/23,treatment,0
xj68362,12/11/23,treatment,0
xj71455,8/7/23,control,0
xj72521,11/9/23,control,0
xj72690,11/17/23,control,0
xj74274,9/5/23,control,0
xj74390,10/24/23,treatment,0
xj76254,8/6/23,treatment,0
xj78569,10/12/23,treatment,0
xj81003,11/27/23,control,0
xj81082,8/3/23,control,0
xj82775,9/3/23,treatment,0
xj83287,12/26/23,control,0
xj83486,12/15/23,treatment,0
xj85409,8/11/23,control,0
xj85436,10/1/23,treatment,0
xj85603,12/23/23,treatment,0
xj85790,8/18/23,control,0
xj86024,10/9/23,control,0
xj86152,8/17/23,control,0
xj86175,9/16/23,control,0
xj87991,8/19/23,control,0
xj87995,10/21/23,treatment,0
xj89926,10/23/23,control,0
xj90021,11/2/23,treatment,0
xj91423,11/17/23,control,0
xj92369,8/21/23,control,0
xj92980,11/4/23,control,0
xj95217,10/30/23,treatment,0
xj95351,10/20/23,treatment,0
xj97087,10/28/23,treatment,0
xj97250,9/15/23,treatment,0
xj97412,10/15/23,treatment,0
xj97612,10/19/23,treatment,92.79119988
xj99619,11/9/23,treatment,0
xk101476,10/26/23,control,0
xk101938,9/19/23,control,0
xk102876,10/2/23,control,0
xk104012,8/24/23,treatment,0
xk104239,11/30/23,control,0
xk104898,9/27/23,control,0
xk104979,9/15/23,control,0
xk107882,11/30/23,treatment,0
xk113006,8/8/23,control,0
xk114144,10/28/23,control,0
xk11498,10/26/23,control,0
xk115510,12/9/23,control,0
xk116546,12/6/23,control,0
xk11720,11/15/23,treatment,0
xk118340,10/29/23,treatment,0
xk119227,10/16/23,treatment,0
xk119952,8/5/23,treatment,0
xk120346,11/24/23,treatment,0
xk120913,12/29/23,control,0
xk121330,12/15/23,control,0
xk121438,11/5/23,control,0
xk122054,12/2/23,treatment,0
xk122166,8/30/23,treatment,0
xk122382,11/23/23,treatment,0
xk124044,11/27/23,control,0
xk12460,12/17/23,control,0
xk126567,9/8/23,control,0
xk130041,8/30/23,treatment,0
xk13054,8/15/23,treatment,0
xk131455,10/15/23,treatment,0
xk131878,12/30/23,control,0
xk135189,10/27/23,treatment,0
xk136479,10/23/23,treatment,0
xk136797,8/22/23,treatment,0
xk137180,12/20/23,control,0
xk137658,12/6/23,control,0
xk138112,12/22/23,treatment,0
xk138823,9/16/23,control,0
xk139404,9/9/23,treatment,0
xk139597,9/15/23,treatment,0
xk142787,11/14/23,treatment,0
xk143386,10/3/23,control,0
xk143702,10/26/23,control,0
xk146180,9/19/23,control,0
xk148062,11/28/23,treatment,0
xk149946,9/15/23,control,100.7429957
xk150749,12/24/23,control,0
xk17509,10/5/23,control,0
xk18771,9/6/23,control,0
xk22139,9/11/23,control,0
xk23302,11/12/23,control,0
xk23879,9/19/23,control,0
xk24806,9/22/23,treatment,75.33630824
xk25034,11/2/23,control,0
xk25185,12/26/23,treatment,0
xk26158,9/28/23,treatment,0
xk26507,8/9/23,treatment,0
xk26710,9/20/23,treatment,0
xk26765,12/28/23,treatment,0
xk26799,12/3/23,treatment,0
xk27727,10/10/23,control,0
xk29560,11/17/23,treatment,0
xk30776,9/4/23,treatment,0
xk30942,9/22/23,treatment,21.44510082
xk31313,11/21/23,treatment,0
xk32468,12/29/23,control,0
xk32658,10/5/23,treatment,0
xk33615,12/1/23,treatment,0
xk33649,10/9/23,treatment,0
xk34241,8/31/23,treatment,0
xk34241,10/22/23,treatment,0
xk34451,9/14/23,treatment,0
xk34957,12/12/23,treatment,0
xk35530,12/24/23,treatment,0
xk36427,8/29/23,control,0
xk38195,9/14/23,treatment,0
xk41547,12/12/23,control,0
xk42167,12/1/23,control,0
xk42273,10/27/23,treatment,0
xk42699,12/10/23,treatment,0
xk43028,12/16/23,control,0
xk43913,12/20/23,treatment,0
xk44993,9/15/23,control,0
xk45578,9/27/23,control,0
xk45921,11/9/23,treatment,100.6611923
xk46669,10/15/23,treatment,0
xk48865,10/3/23,control,0
xk49781,12/27/23,control,0
xk49919,12/3/23,control,0
xk50499,12/8/23,control,0
xk51981,9/2/23,control,0
xk52183,11/25/23,control,0
xk55688,9/19/23,control,0
xk56425,8/22/23,treatment,0
xk56717,11/2/23,treatment,0
xk59836,9/7/23,treatment,0
xk60718,10/19/23,control,0
xk61012,10/2/23,control,0
xk61413,10/20/23,control,0
xk61908,9/11/23,treatment,0
xk62036,11/4/23,treatment,128.6349297
xk62093,12/19/23,treatment,0
xk62229,12/14/23,control,0
xk62317,10/18/23,control,0
xk63689,8/16/23,treatment,0
xk68413,12/8/23,control,0
xk70214,12/29/23,treatment,0
xk70640,9/26/23,control,0
xk71608,8/8/23,treatment,0
xk72519,10/25/23,treatment,0
xk72870,11/25/23,control,21.38159237
xk72963,9/1/23,treatment,0
xk73259,12/6/23,treatment,0
xk73349,9/6/23,treatment,0
xk74659,9/27/23,control,0
xk74660,12/28/23,treatment,0
xk78777,12/26/23,control,0
xk78853,8/1/23,treatment,0
xk79626,11/11/23,control,0
xk81262,10/20/23,treatment,0
xk81441,10/2/23,treatment,0
xk81849,11/17/23,treatment,0
xk83705,8/17/23,treatment,0
xk85601,9/29/23,treatment,0
xk85646,12/13/23,treatment,0
xk86264,9/30/23,control,0
xk86425,9/24/23,control,0
xk87625,8/5/23,control,0
xk87805,10/25/23,treatment,0
xk88462,9/18/23,treatment,0
xk89879,9/3/23,treatment,0
xk90073,8/2/23,treatment,0
xk90224,9/14/23,control,0
xk90877,10/7/23,control,0
xk91093,9/18/23,control,0
xk94634,12/1/23,control,0
xk94830,12/11/23,treatment,0
xk96165,9/22/23,treatment,0
xk96338,10/24/23,treatment,0
xk96955,12/3/23,control,0
xk98915,11/2/23,control,0
xl100654,9/24/23,treatment,0
xl100686,11/20/23,treatment,0
xl101706,8/2/23,treatment,0
xl101824,12/18/23,treatment,76.3624517
xl102424,11/25/23,treatment,0
xl102629,9/18/23,treatment,0
xl104723,11/10/23,treatment,0
xl105591,8/23/23,control,0
xl105668,10/21/23,treatment,0
xl106733,9/26/23,control,0
xl107052,10/15/23,treatment,0
xl107391,9/13/23,treatment,0
xl107857,12/9/23,control,0
xl107862,11/6/23,control,65.58105665
xl109788,8/12/23,control,0
xl110108,10/25/23,control,0
xl111411,11/17/23,control,0
xl113682,9/28/23,control,0
xl114336,11/4/23,treatment,0
xl11699,9/8/23,treatment,0
xl117010,8/6/23,treatment,0
xl120212,8/8/23,control,0
xl121860,8/7/23,control,0
xl121880,9/8/23,treatment,0
xl121893,8/1/23,control,0
xl122966,8/12/23,treatment,0
xl123366,9/29/23,treatment,0
xl123772,9/28/23,control,0
xl12609,8/11/23,control,0
xl127290,8/14/23,control,0
xl127914,12/29/23,treatment,0
xl130063,10/16/23,control,0
xl130191,9/5/23,control,0
xl130661,12/25/23,control,0
xl131149,12/27/23,treatment,0
xl131182,9/18/23,treatment,0
xl13271,11/13/23,treatment,0
xl133524,9/6/23,treatment,0
xl133914,9/18/23,treatment,0
xl13606,10/1/23,control,0
xl138929,12/21/23,treatment,0
xl138935,10/26/23,control,0
xl143172,9/4/23,control,99.99315261
xl143636,8/14/23,treatment,0
xl14584,10/7/23,control,0
xl146192,10/18/23,control,0
xl146336,11/23/23,control,0
xl148129,10/17/23,treatment,0
xl148337,11/12/23,control,0
xl148381,10/31/23,control,0
xl148381,11/20/23,control,0
xl16702,8/18/23,treatment,0
xl16988,12/5/23,control,0
xl17162,11/23/23,treatment,0
xl17307,12/13/23,treatment,0
xl19750,10/15/23,treatment,0
xl22316,12/26/23,treatment,0
xl23088,10/11/23,control,0
xl23407,8/4/23,control,0
xl23669,9/6/23,control,0
xl24299,9/25/23,control,0
xl25234,11/10/23,control,0
xl26344,12/21/23,control,37.28663641
xl26638,11/13/23,control,0
xl28025,10/29/23,control,0
xl28432,12/18/23,treatment,0
xl29256,12/12/23,control,0
xl30333,12/26/23,treatment,0
xl31253,9/4/23,control,0
xl32243,11/4/23,treatment,0
xl33705,12/28/23,treatment,0
xl33940,9/13/23,control,0
xl34912,9/5/23,treatment,0
xl37505,9/2/23,treatment,0
xl37540,9/19/23,control,0
xl37909,11/4/23,treatment,0
xl38164,9/14/23,treatment,0
xl38953,8/18/23,control,0
xl41152,10/17/23,treatment,0
xl41378,10/20/23,control,0
xl42771,12/2/23,control,0
xl42968,12/7/23,treatment,0
xl43349,11/5/23,control,0
xl44045,9/21/23,treatment,0
xl48191,12/7/23,control,42.38940837
xl48236,8/30/23,treatment,0
xl48323,10/29/23,treatment,0
xl48723,8/12/23,treatment,0
xl49217,12/4/23,control,0
xl49392,12/28/23,control,0
xl56545,12/16/23,control,0
xl57753,10/30/23,treatment,0
xl58419,10/20/23,treatment,0
xl58857,8/28/23,control,0
xl60747,11/20/23,control,0
xl61947,9/21/23,treatment,0
xl63648,8/30/23,control,0
xl64365,12/4/23,treatment,0
xl66274,8/5/23,treatment,0
xl70475,9/26/23,treatment,0
xl74047,9/29/23,control,0
xl76352,8/16/23,control,0
xl77080,9/18/23,treatment,0
xl79073,11/18/23,treatment,0
xl79614,11/12/23,treatment,0
xl80422,11/19/23,treatment,0
xl81514,12/26/23,treatment,0
xl82142,9/4/23,treatment,0
xl82294,11/14/23,treatment,0
xl82811,11/29/23,control,0
xl83193,11/14/23,control,0
xl83562,8/11/23,control,0
xl83562,9/1/23,treatment,127.4638338
xl83927,11/10/23,control,35.4353352
xl83967,8/22/23,control,0
xl84015,12/19/23,control,0
xl84375,9/6/23,treatment,0
xl86168,8/4/23,treatment,0
xl87486,12/16/23,treatment,0
xl89683,8/15/23,control,0
xl90136,11/19/23,treatment,0
xl91047,11/13/23,control,0
xl92664,8/15/23,control,153.103936
xl93546,9/24/23,treatment,0
xl94315,8/1/23,treatment,0
xl95724,12/21/23,treatment,0
xl97185,12/4/23,treatment,0
xl98500,9/5/23,treatment,0
xl98802,8/21/23,treatment,0
xl99237,8/15/23,control,0
xl99314,9/22/23,control,0
xl99347,8/12/23,treatment,0
xl99824,8/20/23,treatment,0
xm101313,12/25/23,treatment,0
xm101495,12/9/23,treatment,0
xm102478,12/15/23,treatment,0
xm102816,10/14/23,treatment,0
xm103517,9/8/23,treatment,0
xm104035,10/30/23,control,0
xm104728,12/5/23,treatment,0
xm105555,10/4/23,control,0
xm105789,9/8/23,treatment,0
xm106755,11/6/23,control,0
xm106880,12/3/23,control,0
xm108792,8/5/23,treatment,0
xm109564,8/26/23,control,0
xm111610,10/11/23,control,0
xm111655,8/9/23,control,0
xm111930,8/18/23,treatment,0
xm112514,8/31/23,treatment,0
xm112850,12/16/23,control,0
xm113519,10/25/23,treatment,0
xm113952,8/2/23,control,0
xm113999,9/10/23,treatment,0
xm11451,8/24/23,control,0
xm118163,9/30/23,treatment,0
xm120929,9/9/23,control,0
xm121753,8/5/23,control,0
xm123803,9/10/23,treatment,0
xm127427,8/22/23,control,0
xm127885,8/15/23,control,0
xm129098,10/10/23,treatment,0
